"","TP","TN","FP","FN","Sensibility","Especificy","Jaccard","TFP"
" beta=10000 tol=0.01 mode=cg_mg ","7280.14035088","18066.0701754","2723.61403509","1086.43859649","0.820696527389","0.948859147515","0.715766199817","0.0511408524852"
" beta=10000 tol=0.01 mode=cg ","7280.14035088","18066.0701754","2723.61403509","1086.43859649","0.820696527389","0.948859147515","0.715766199817","0.0511408524852"
" beta=10000 tol=0.01 mode=bf ","5913.10526316","19918.9473684","870.736842105","2453.47368421","0.758489038569","0.978287176122","0.704059787942","0.0217128238776"
" beta=10000 tol=0.02 mode=cg_mg ","7834.94736842","16418.1929825","4371.49122807","531.631578947","0.889173539604","0.902214877306","0.694440349222","0.097785122694"
" beta=10000 tol=0.02 mode=cg ","7834.94736842","16418.1929825","4371.49122807","531.631578947","0.889173539604","0.902214877306","0.694440349222","0.097785122694"
" beta=10000 tol=0.02 mode=bf ","5913.10526316","19918.9473684","870.736842105","2453.47368421","0.758489038569","0.978287176122","0.704059787942","0.0217128238776"
" beta=10000 tol=0.0001 mode=cg_mg ","5912.01754386","19914.7192982","874.964912281","2454.56140351","0.758528261014","0.978235598607","0.703987344783","0.0217644013934"
" beta=10000 tol=0.0001 mode=cg ","5912.01754386","19914.7192982","874.964912281","2454.56140351","0.758528261014","0.978235598607","0.703987344783","0.0217644013934"
" beta=10000 tol=0.0001 mode=bf ","5913.10526316","19918.9473684","870.736842105","2453.47368421","0.758489038569","0.978287176122","0.704059787942","0.0217128238776"
" beta=20000 tol=0.01 mode=cg_mg ","7657.40350877","17568.9649123","3220.71929825","709.175438596","0.884711172715","0.919684957643","0.710596440172","0.0803150423569"
" beta=20000 tol=0.01 mode=cg ","7657.40350877","17568.9649123","3220.71929825","709.175438596","0.884711172715","0.919684957643","0.710596440172","0.0803150423569"
" beta=20000 tol=0.01 mode=bf ","6557.45614035","19873.7719298","915.912280702","1809.12280702","0.801203558428","0.969610422433","0.725192038204","0.0303895775669"
" beta=20000 tol=0.02 mode=cg_mg ","8043.92982456","15663.2982456","5126.38596491","322.649122807","0.938976951809","0.86098298125","0.664155415688","0.13901701875"
" beta=20000 tol=0.02 mode=cg ","8043.92982456","15663.2982456","5126.38596491","322.649122807","0.938976951809","0.86098298125","0.664155415688","0.13901701875"
" beta=20000 tol=0.02 mode=bf ","6557.45614035","19873.7719298","915.912280702","1809.12280702","0.801203558428","0.969610422433","0.725192038204","0.0303895775669"
" beta=20000 tol=0.0001 mode=cg_mg ","6559.50877193","19864.6666667","925.01754386","1807.07017544","0.801879285081","0.969357501638","0.725076766538","0.0306424983621"
" beta=20000 tol=0.0001 mode=cg ","6559.50877193","19864.6666667","925.01754386","1807.07017544","0.801879285081","0.969357501638","0.725076766538","0.0306424983621"
" beta=20000 tol=0.0001 mode=bf ","6557.45614035","19873.7719298","915.912280702","1809.12280702","0.801203558428","0.969610422433","0.725192038204","0.0303895775669"
" beta=30000 tol=0.01 mode=cg_mg ","7873.77192982","16901.0350877","3888.64912281","492.807017544","0.915838165278","0.891372903384","0.688958942575","0.108627096616"
" beta=30000 tol=0.01 mode=cg ","7873.77192982","16901.0350877","3888.64912281","492.807017544","0.915838165278","0.891372903384","0.688958942575","0.108627096616"
" beta=30000 tol=0.01 mode=bf ","6868.31578947","19710.3157895","1079.36842105","1498.26315789","0.819923941839","0.96267893641","0.727710507042","0.0373210635896"
" beta=30000 tol=0.02 mode=cg_mg ","8099.84210526","15365.8421053","5423.84210526","266.736842105","0.945476537493","0.849186551144","0.650025307956","0.150813448856"
" beta=30000 tol=0.02 mode=cg ","8099.84210526","15365.8421053","5423.84210526","266.736842105","0.945476537493","0.849186551144","0.650025307956","0.150813448856"
" beta=30000 tol=0.02 mode=bf ","6868.31578947","19710.3157895","1079.36842105","1498.26315789","0.819923941839","0.96267893641","0.727710507042","0.0373210635896"
" beta=30000 tol=0.0001 mode=cg_mg ","6875.64912281","19701.3684211","1088.31578947","1490.92982456","0.821157189459","0.962171849655","0.727425439724","0.037828150345"
" beta=30000 tol=0.0001 mode=cg ","6875.64912281","19701.3684211","1088.31578947","1490.92982456","0.821157189459","0.962171849655","0.727425439724","0.037828150345"
" beta=30000 tol=0.0001 mode=bf ","6868.31578947","19710.3157895","1079.36842105","1498.26315789","0.819923941839","0.96267893641","0.727710507042","0.0373210635896"
