"","TP","TN","FP","FN","Sensibility","Especificy","Jaccard","TFP"
" beta=30000 tol=0.02 mode=cg_mg ","8107.10526316","15677.9122807","5111.77192982","259.473684211","0.941585827347","0.787539389836","0.598037831745","0.212460610164"
" beta=30000 tol=0.02 mode=cg ","8107.10526316","15677.9122807","5111.77192982","259.473684211","0.941585827347","0.787539389836","0.598037831745","0.212460610164"
" beta=30000 tol=0.02 mode=bf ","8108.36842105","16008.9473684","4780.73684211","258.210526316","0.94174658184","0.809271418723","0.62907809975","0.190728581277"
" beta=30000 tol=0.0001 mode=cg_mg ","8107.24561404","16019.8596491","4769.8245614","259.333333333","0.940268607111","0.809088749202","0.628739036889","0.190911250798"
" beta=30000 tol=0.0001 mode=cg ","8107.24561404","16019.8596491","4769.8245614","259.333333333","0.940268607111","0.809088749202","0.628739036889","0.190911250798"
" beta=30000 tol=0.0001 mode=bf ","8108.36842105","16008.9473684","4780.73684211","258.210526316","0.94174658184","0.809271418723","0.62907809975","0.190728581277"
" beta=40000 tol=0.01 mode=cg_mg ","8121.52631579","15904.6666667","4885.01754386","245.052631579","0.93615970164","0.814761608602","0.631257765433","0.185238391398"
" beta=40000 tol=0.01 mode=cg ","8121.52631579","15904.6666667","4885.01754386","245.052631579","0.93615970164","0.814761608602","0.631257765433","0.185238391398"
" beta=40000 tol=0.01 mode=bf ","8130.01754386","15808.0350877","4981.64912281","236.561403509","0.941952859838","0.795872921422","0.614802404125","0.204127078578"
" beta=40000 tol=0.02 mode=cg_mg ","8123.9122807","14041.3157895","6748.36842105","242.666666667","0.948143710642","0.719047558203","0.531983560379","0.280952441797"
" beta=40000 tol=0.02 mode=cg ","8123.9122807","14041.3157895","6748.36842105","242.666666667","0.948143710642","0.719047558203","0.531983560379","0.280952441797"
" beta=40000 tol=0.02 mode=bf ","8130.01754386","15808.0350877","4981.64912281","236.561403509","0.941952859838","0.795872921422","0.614802404125","0.204127078578"
" beta=40000 tol=0.0001 mode=cg_mg ","8128.33333333","15837.0877193","4952.59649123","238.245614035","0.93949107403","0.799016076192","0.615627986783","0.200983923808"
" beta=40000 tol=0.0001 mode=cg ","8128.33333333","15837.0877193","4952.59649123","238.245614035","0.93949107403","0.799016076192","0.615627986783","0.200983923808"
" beta=40000 tol=0.0001 mode=bf ","8130.01754386","15808.0350877","4981.64912281","236.561403509","0.941952859838","0.795872921422","0.614802404125","0.204127078578"
