"","TP","TN","FP","FN","Sensibility","Especificy","Jaccard","TFP"
" beta=10000 tol=0.01 mode=cg_mg ","7697.70175439","16324.7192982","4464.96491228","668.877192982","0.888263262487","0.874577951573","0.680636725974","0.125422048427"
" beta=10000 tol=0.01 mode=cg ","7697.70175439","16324.7192982","4464.96491228","668.877192982","0.888263262487","0.874577951573","0.680636725974","0.125422048427"
" beta=10000 tol=0.01 mode=bf ","7664.92982456","16476.2280702","4313.45614035","701.649122807","0.890395331304","0.876181743567","0.682346290239","0.123818256433"
" beta=10000 tol=0.02 mode=cg_mg ","7449.05263158","17529.1403509","3260.54385965","917.526315789","0.867955919055","0.907542835866","0.70916020648","0.0924571641343"
" beta=10000 tol=0.02 mode=cg ","7449.05263158","17529.1403509","3260.54385965","917.526315789","0.867955919055","0.907542835866","0.70916020648","0.0924571641343"
" beta=10000 tol=0.02 mode=bf ","7664.92982456","16476.2280702","4313.45614035","701.649122807","0.890395331304","0.876181743567","0.682346290239","0.123818256433"
" beta=10000 tol=0.0001 mode=cg_mg ","7665.33333333","16478.8070175","4310.87719298","701.245614035","0.890492587949","0.876221435147","0.682464618368","0.123778564853"
" beta=10000 tol=0.0001 mode=cg ","7665.33333333","16478.8070175","4310.87719298","701.245614035","0.890492587949","0.876221435147","0.682464618368","0.123778564853"
" beta=10000 tol=0.0001 mode=bf ","7664.92982456","16476.2280702","4313.45614035","701.649122807","0.890395331304","0.876181743567","0.682346290239","0.123818256433"
" beta=20000 tol=0.01 mode=cg_mg ","7804.19298246","16488.9298246","4300.75438596","562.385964912","0.876616491946","0.881215630448","0.681803234933","0.118784369552"
" beta=20000 tol=0.01 mode=cg ","7804.19298246","16488.9298246","4300.75438596","562.385964912","0.876616491946","0.881215630448","0.681803234933","0.118784369552"
" beta=20000 tol=0.01 mode=bf ","7840.77192982","16196.7894737","4592.89473684","525.807017544","0.892291774904","0.852295371493","0.659656393664","0.147704628507"
" beta=20000 tol=0.02 mode=cg_mg ","7672.64912281","17849.4210526","2940.26315789","693.929824561","0.869789038176","0.889738983302","0.685113128467","0.110261016698"
" beta=20000 tol=0.02 mode=cg ","7672.64912281","17849.4210526","2940.26315789","693.929824561","0.869789038176","0.889738983302","0.685113128467","0.110261016698"
" beta=20000 tol=0.02 mode=bf ","7840.77192982","16196.7894737","4592.89473684","525.807017544","0.892291774904","0.852295371493","0.659656393664","0.147704628507"
" beta=20000 tol=0.0001 mode=cg_mg ","7840.87719298","16198.0701754","4591.61403509","525.701754386","0.8923146791","0.852327106879","0.659674360903","0.147672893121"
" beta=20000 tol=0.0001 mode=cg ","7840.87719298","16198.0701754","4591.61403509","525.701754386","0.8923146791","0.852327106879","0.659674360903","0.147672893121"
" beta=20000 tol=0.0001 mode=bf ","7840.77192982","16196.7894737","4592.89473684","525.807017544","0.892291774904","0.852295371493","0.659656393664","0.147704628507"
" beta=30000 tol=0.01 mode=cg_mg ","7890.45614035","16789.9473684","3999.73684211","476.122807018","0.876502560413","0.871124677932","0.661295497007","0.128875322068"
" beta=30000 tol=0.01 mode=cg ","7890.45614035","16789.9473684","3999.73684211","476.122807018","0.876502560413","0.871124677932","0.661295497007","0.128875322068"
" beta=30000 tol=0.01 mode=bf ","7883.52631579","16254.8245614","4534.85964912","483.052631579","0.888229360999","0.843573093546","0.643433365951","0.156426906454"
" beta=30000 tol=0.02 mode=cg_mg ","7861.07017544","16892.4210526","3897.26315789","505.50877193","0.899045560998","0.843091727728","0.626741208343","0.156908272272"
" beta=30000 tol=0.02 mode=cg ","7861.07017544","16892.4210526","3897.26315789","505.50877193","0.899045560998","0.843091727728","0.626741208343","0.156908272272"
" beta=30000 tol=0.02 mode=bf ","7883.52631579","16254.8245614","4534.85964912","483.052631579","0.888229360999","0.843573093546","0.643433365951","0.156426906454"
" beta=30000 tol=0.0001 mode=cg_mg ","7882.28070175","16255.7894737","4533.89473684","484.298245614","0.88658497534","0.843738236467","0.642639374156","0.156261763533"
" beta=30000 tol=0.0001 mode=cg ","7882.28070175","16255.7894737","4533.89473684","484.298245614","0.88658497534","0.843738236467","0.642639374156","0.156261763533"
" beta=30000 tol=0.0001 mode=bf ","7883.52631579","16254.8245614","4534.85964912","483.052631579","0.888229360999","0.843573093546","0.643433365951","0.156426906454"
" beta=40000 tol=0.01 mode=cg_mg ","7950.84210526","16587.2982456","4202.38596491","415.736842105","0.888442496698","0.844605518289","0.624102750213","0.155394481711"
" beta=40000 tol=0.01 mode=cg ","7950.84210526","16587.2982456","4202.38596491","415.736842105","0.888442496698","0.844605518289","0.624102750213","0.155394481711"
" beta=40000 tol=0.01 mode=bf ","7912.0877193","16026.8245614","4762.85964912","454.49122807","0.885019325771","0.831826058579","0.623400736442","0.168173941421"
" beta=40000 tol=0.02 mode=cg_mg ","7933.78947368","15923.5789474","4866.10526316","432.789473684","0.911344571963","0.786078230688","0.559554339325","0.213921769312"
" beta=40000 tol=0.02 mode=cg ","7933.78947368","15923.5789474","4866.10526316","432.789473684","0.911344571963","0.786078230688","0.559554339325","0.213921769312"
" beta=40000 tol=0.02 mode=bf ","7912.0877193","16026.8245614","4762.85964912","454.49122807","0.885019325771","0.831826058579","0.623400736442","0.168173941421"
" beta=40000 tol=0.0001 mode=cg_mg ","7909.42105263","16011.2105263","4778.47368421","457.157894737","0.882501290129","0.830075520224","0.619970267438","0.169924479776"
" beta=40000 tol=0.0001 mode=cg ","7909.42105263","16011.2105263","4778.47368421","457.157894737","0.882501290129","0.830075520224","0.619970267438","0.169924479776"
" beta=40000 tol=0.0001 mode=bf ","7912.0877193","16026.8245614","4762.85964912","454.49122807","0.885019325771","0.831826058579","0.623400736442","0.168173941421"
