"","TP","TN","FP","FN","Sensibility","Especificy","Jaccard","TFP"
" beta=30000 tol=0.01 mode=cg ","8125.42105263","14088.7368421","6700.94736842","241.157894737","0.920597653538","0.748573658794","0.563585040321","0.251426341206"
" beta=30000 tol=0.01 mode=bf ","8130.22807018","13829.5789474","6960.10526316","236.350877193","0.943219320963","0.754999682553","0.580167528385","0.245000317447"
" beta=30000 tol=0.02 mode=cg_mg ","7754.54385965","14262.7894737","6526.89473684","612.035087719","0.91934928855","0.686667824615","0.495121249131","0.313332175385"
" beta=30000 tol=0.02 mode=cg ","7754.54385965","14262.7894737","6526.89473684","612.035087719","0.91934928855","0.686667824615","0.495121249131","0.313332175385"
" beta=30000 tol=0.02 mode=bf ","8130.22807018","13829.5789474","6960.10526316","236.350877193","0.943219320963","0.754999682553","0.580167528385","0.245000317447"
" beta=30000 tol=0.0001 mode=cg_mg ","8128.35087719","13825.754386","6963.92982456","238.228070175","0.94166404536","0.754316181348","0.579507981452","0.245683818652"
" beta=30000 tol=0.0001 mode=cg ","8128.35087719","13825.754386","6963.92982456","238.228070175","0.94166404536","0.754316181348","0.579507981452","0.245683818652"
" beta=30000 tol=0.0001 mode=bf ","8130.22807018","13829.5789474","6960.10526316","236.350877193","0.943219320963","0.754999682553","0.580167528385","0.245000317447"
" beta=40000 tol=0.01 mode=cg_mg ","8102.56140351","13311.5789474","7478.10526316","264.01754386","0.916477148715","0.708646795235","0.518768899064","0.291353204765"
" beta=40000 tol=0.01 mode=cg ","8102.56140351","13311.5789474","7478.10526316","264.01754386","0.916477148715","0.708646795235","0.518768899064","0.291353204765"
" beta=40000 tol=0.01 mode=bf ","8122.38596491","13575.9473684","7213.73684211","244.192982456","0.93741513411","0.738947312756","0.557621826752","0.261052687244"
" beta=40000 tol=0.02 mode=cg_mg ","7251.1754386","14084.8070175","6704.87719298","1115.40350877","0.91877289228","0.63841562144","0.436875798254","0.36158437856"
" beta=40000 tol=0.02 mode=cg ","7251.1754386","14084.8070175","6704.87719298","1115.40350877","0.91877289228","0.63841562144","0.436875798254","0.36158437856"
" beta=40000 tol=0.02 mode=bf ","8122.38596491","13575.9473684","7213.73684211","244.192982456","0.93741513411","0.738947312756","0.557621826752","0.261052687244"
" beta=40000 tol=0.0001 mode=cg_mg ","8122.07017544","13591.6666667","7198.01754386","244.50877193","0.93547343405","0.738327359002","0.555752905324","0.261672640998"
" beta=40000 tol=0.0001 mode=cg ","8122.07017544","13591.6666667","7198.01754386","244.50877193","0.93547343405","0.738327359002","0.555752905324","0.261672640998"
" beta=40000 tol=0.0001 mode=bf ","8122.38596491","13575.9473684","7213.73684211","244.192982456","0.93741513411","0.738947312756","0.557621826752","0.261052687244"
